Feature	Gain	Cover	Frequency
mvr_mconsumototal	0.00222534305442815	0.00744410802249867	0.0103537532355479
ccallcenter_trx	0.00213107390001732	0.00842224495974113	0.00301984469370147
mcuenta_debitos_automaticos	0.00212492827939507	0.00840055477004018	0.00733390854184642
Visa_mpagominimo	0.0020633792355547	0.00311878158098687	0.00474547023295945
ccuenta_debitos_automaticos	0.00181431633685362	0.0108141848752719	0.00560828300258844
Master_mfinanciacion_limite	0.00172299660010241	0.00608170805031266	0.00949094046591889
mv_mlimitecompra	0.00170944296939606	0.00551403031043143	0.0103537532355479
mv_cconsumos	0.00164053349006905	0.00426294947971562	0.00862812769628991
ctarjeta_master_trx	0.00163464116787716	0.00534454089018102	0.00517687661777394
mvr_msaldopesos2	0.00162615316692317	0.00655230785031731	0.0090595340811044
Visa_mconsumototal	0.00161580728765589	0.00547971175807975	0.00862812769628991
ctransferencias_emitidas	0.00157950977575957	0.00833786189133765	0.00819672131147541
Visa_mconsumospesos	0.00143447320045856	0.00636266625688364	0.00862812769628991
mv_mfinanciacion_limite	0.00136321189479716	0.00599292708602885	0.00733390854184642
ccajas_trx	0.00103536270786349	0.00786255659214913	0.00258843830888697
mextraccion_autoservicio	0.00102015503736282	0.00581020241012343	0.00560828300258844
mtarjeta_visa_debitos_automaticos	0.000997242438837074	0.00476829182581466	0.00647109577221743
mvr_msaldopesos	0.000989864894096231	0.00453800502829975	0.00690250215703192
Visa_mlimitecompra	0.000974655634079232	0.00350124887772597	0.00733390854184642
Master_mlimitecompra	0.00096889597019506	0.00396013481138771	0.00690250215703192
mv_status01	0.000929277746218527	0.00230408176115761	0.00129421915444349
Master_status	0.00089761020013354	0.00209684858420259	0.00172562553925798
Visa_mpagado	0.000881100584219901	0.00493849621590573	0.00474547023295945
mvr_Master_mlimitecompra	0.000859997834740578	0.00477491776724496	0.00690250215703192
mvr_mpagado	0.00081195927923196	0.00560955360658472	0.00388265746333046
mvr_Visa_mlimitecompra	0.000806288438965528	0.00468375079895801	0.00345125107851596
Master_mpagominimo	0.000757525082121152	0.00385160072685497	0.00301984469370147
Visa_cconsumos	0.000741353323320697	0.00300662276563403	0.00603968938740293
Visa_mconsumosdolares	0.000696154870875957	0.00224173805377262	0.00301984469370147
Visa_mfinanciacion_limite	0.000641749770664073	0.00241886767499473	0.00517687661777394
cmobile_app_trx	0.000618906329136822	0.00131696613289291	0.00215703192407248
ctransferencias_recibidas	0.000577902037169028	0.00172133977300572	0.00301984469370147
mpagomiscuentas	0.000512591888678019	0.00316350045043931	0.00388265746333046
Master_mconsumototal	0.000481637572997468	0.0026896666589461	0.00345125107851596
mv_status04	0.000395766126263174	0.00143619151062436	0.00129421915444349
Visa_fultimo_cierre	0.000383963140625181	0.00152837273845271	0.00215703192407248
Master_msaldopesos	0.000352087761513976	0.00233490860033397	0.00474547023295945
mv_mpagado	0.000350262193321647	0.00306324671429375	0.00301984469370147
ctarjeta_visa_debitos_automaticos	0.000338358943711591	0.000585335832224978	0.00129421915444349
mv_mconsumototal	0.000315696380218203	0.00165409103996969	0.00301984469370147
mjf_rautoservicio	0.000314575050913698	0.00265017704565383	0.000862812769628991
Master_fultimo_cierre	0.000302665386304333	0.00147714431800914	0.00258843830888697
ctarjeta_master	0.00028957403481064	0.00101641276452616	0.000862812769628991
mvr_mconsumospesos	0.00028016230664847	0.00156684809220357	0.00301984469370147
cpagomiscuentas	0.00028000973254214	0.00142676388505101	0.00215703192407248
Master_mpagospesos	0.000249053930492878	0.00238755033325326	0.00258843830888697
ctarjeta_debito	0.000237049350376018	0.000602362090756044	0.000862812769628991
cseguro_accidentes_personales	0.000200936559341678	0.000602387031564439	0.000431406384814495
Visa_mpagosdolares	0.000193442326544252	0.00187480056706087	0.00172562553925798
mv_status05	0.000155632013201356	0.000576939093398622	0.000431406384814495
Visa_msaldodolares	0.000155172309202172	0.00162170955707003	0.00129421915444349
Master_cconsumos	0.000153534748108451	0.00183774683938853	0.00172562553925798
mjf_rcajeros	0.000134821395584727	0.000619429917301101	0.000431406384814495
matm	0.000134467730085562	0.00161027003961947	0.00172562553925798
Master_msaldototal	0.000130388131404617	0.000893105407820709	0.00172562553925798
catm_trx_other	0.000122576498911014	0.000871830898259675	0.000431406384814495
ccaja_seguridad	0.000120147982208606	0.00132508852282692	0.000431406384814495
matm_other	0.000114731005605357	0.00165275254991915	0.00172562553925798
mv_fultimo_cierre	0.000100947719053728	0.000357917227675512	0.000431406384814495
Visa_cadelantosefectivo	7.99456038348133e-05	0.000182167664517927	0.000431406384814495
Master_mconsumospesos	6.32329132305826e-05	0.000563130199150526	0.00129421915444349
Master_mpagado	5.99234373100784e-05	0.000526267684342545	0.000431406384814495
mplazo_fijo_dolares	5.39725292505867e-05	0.000580696841863486	0.000431406384814495
Master_mconsumosdolares	3.72180165624359e-05	0.000287010509408197	0.000431406384814495
mv_mconsumosdolares	6.37354266044044e-06	0.00050274850202595	0.000431406384814495
