Feature	Gain	Cover	Frequency
Visa_mpagosdolares	0.000364734828249549	0.00720533048651454	0.00455097087378641
Visa_mconsumosdolares	0.000350811567690058	0.000287327722718146	0.000910194174757282
Visa_fultimo_cierre	0.000338513951514977	0.000265445147809148	0.000606796116504854
Visa_delinquency	0.000316862794984834	0.000447930192139541	0.000606796116504854
mv_status07	0.000314355489690265	0.000507461669221163	0.000303398058252427
internet	0.000266628142419202	0.000216362260455037	0.000303398058252427
mttarjeta_master_debitos_automaticos	0.000250969348567542	0.00110935140625615	0.00182038834951456
mjf_rcajeros	0.000249546612172306	0.000641951159112178	0.00121359223300971
catm_trx	0.00024439035872075	0.00209213046540669	0.00121359223300971
mv_mconsumototal	0.000176976042195078	9.52775466534628e-05	0.000303398058252427
matm_other	0.000173893795561982	0.000364715245008896	0.00121359223300971
cpagomiscuentas	0.000158356620075787	0.000174296068316312	0.000606796116504854
active_quarter	0.0001567231412875	5.64223845285574e-05	0.000303398058252427
mv_status06	0.000154853329229221	0.000247487165139264	0.000303398058252427
mjf_cdescuentos	0.000119590982870593	0.00672306435967695	0.00455097087378641
mtarjeta_master_consumo	8.43704461232649e-05	0.000123735087781236	0.000303398058252427
mvr_msaldodolares2	5.23117012680284e-05	0.000405948947884779	0.000303398058252427
ctarjeta_visa_descuentos	4.64521891278374e-05	0.00683528051439274	0.00394417475728155
matm	3.43439698257217e-05	9.34766515134366e-05	0.000303398058252427
mforex_sell	2.40141304285125e-05	0.000299815061660781	0.000303398058252427
Master_mconsumototal	1.15601164202716e-05	4.78426482482438e-05	0.000303398058252427
mv_mpagosdolares	5.71138130421695e-06	0.000750344659049605	0.000606796116504854
mv_status03	4.60931772967582e-11	0.000869458581943226	0.000606796116504854
Master_mpagosdolares	2.22310767492532e-11	0.000236596846415143	0.000606796116504854
Master_cconsumos	2.0043976636733e-11	0.000797456755495763	0.000910194174757282
Master_madelantopesos	9.6418213561968e-12	8.62730709533317e-05	0.000303398058252427
Master_mconsumosdolares	2.03251304794759e-13	4.88960020093912e-05	0.000303398058252427
mvr_msaldodolares	1.36752476881667e-13	0.000302057685797417	0.000303398058252427
ccajeros_propios_descuentos	3.68089083428234e-14	0.000288347097325708	0.000303398058252427
cextraccion_autoservicio	6.21053144959369e-15	8.77681537110893e-05	0.000303398058252427
