fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220426 000817	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	89	TRUE	0.112120748931424	0.679776777993718	7538	859	0.0156305854369725	36332000	33
20220426 001035	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	384	TRUE	0.0138036048039275	0.620953147066233	5183	871	0.016168676509066	36883000	34
20220426 001125	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	132	TRUE	0.0582458281222567	0.574541082021617	6233	968	0.0165183566330303	37005000	35
20220426 001231	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	229	TRUE	0.0364549686548779	0.825880888980892	5003	30	0.0141461821631692	36756000	36
20220426 001313	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	121	TRUE	0.0600271334277312	0.807581816686184	4954	549	0.0163552077058361	36775000	37
20220426 001426	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	258	TRUE	0.0275620754633203	0.625464130709262	6546	349	0.0143214140095386	36620000	38
20220426 001438	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	15	TRUE	0.225953612591245	0.864818446386832	4845	16	0.0147929654929463	35943000	39
20220426 001755	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	515	TRUE	0.0100870689449017	0.953317827882699	3582	517	0.0134222914893369	36852000	40
20220426 002059	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	579	TRUE	0.0111380929692814	0.855084083104812	4275	812	0.014192310065731	37123000	41
20220426 002208	binary	custom	TRUE	TRUE	FALSE	-100	777137	-1	0	0	0	31	190	TRUE	0.0332256924353521	0.936682257108133	4110	908	0.0163737709698155	37127000	42
