min_split	min_bucket	cp	max_depth	seg	ganancia_promedio
1000	12	0.02	6	32.68	0
1000	12	0.02	8	34.83	0
1000	12	0.02	10	34.73	0
1000	12	0.02	15	35.11	0
1000	12	0.02	20	35.02	0
1000	12	0.03	4	26.74	0
1000	12	0.03	6	31.16	0
1000	12	0.03	8	30.75	0
1000	12	0.03	10	31.36	0
1000	12	0.03	15	31.37	0
1000	12	0.03	20	31.67	0
1000	12	0.04	4	26.99	0
1000	12	0.04	6	28.54	0
1000	12	0.04	8	29.2	0
1000	12	0.04	10	29.02	0
1000	12	0.04	15	28.36	0
1000	12	0.04	20	28.95	0
1000	12	0.05	4	26.43	0
1000	12	0.05	6	28.02	0
1000	12	0.05	8	28	0
1000	12	0.05	10	27.98	0
1000	12	0.05	15	27.66	0
1000	12	0.05	20	27.76	0
1000	12	0.06	4	24.61	0
1000	12	0.06	6	25.57	0
1000	12	0.06	8	24.97	0
1000	12	0.06	10	25.51	0
1000	12	0.06	15	24.72	0
1000	12	0.06	20	25.94	0
1000	12	0.07	4	23.15	0
1000	12	0.07	6	23.51	0
1000	12	0.07	8	23.08	0
1000	12	0.07	10	23.39	0
1000	12	0.07	15	23.26	0
1000	12	0.07	20	23.54	0
1000	12	0.08	4	22.06	0
1000	12	0.08	6	23.32	0
1000	12	0.08	8	22.84	0
1000	12	0.08	10	23.49	0
1000	12	0.08	15	22.99	0
1000	12	0.08	20	22.83	0
1000	12	0.09	4	22.21	0
1000	12	0.09	6	21.85	0
1000	12	0.09	8	21.87	0
1000	12	0.09	10	22.43	0
1000	12	0.09	15	21.51	0
1000	12	0.09	20	22.22	0
1000	12	0.1	4	19.52	0
1000	12	0.1	6	19.89	0
1000	12	0.1	8	20.09	0
1000	12	0.1	10	19.96	0
1000	12	0.1	15	20.19	0
1000	12	0.1	20	20.02	0
1000	12	0.15	4	17.61	0
1000	12	0.15	6	17.54	0
1000	12	0.15	8	17.35	0
1000	12	0.15	10	17.98	0
1000	12	0.15	15	18.05	0
1000	12	0.15	20	17.34	0
1000	25	-1	4	28.36	9055333
1000	25	-1	6	38.66	9854667
1000	25	-1	8	49.98	9254000
1000	25	-1	10	60.1	8898667
1000	25	-1	15	76.52	8340000
1000	25	-1	20	85.41	8105333
1000	25	0	4	27.68	0
1000	25	0	6	38.54	0
1000	25	0	8	49.19	0
1000	25	0	10	58.59	0
1000	25	0	15	75.19	0
1000	25	0	20	81.36	0
1000	25	0.01	4	27.31	0
1000	25	0.01	6	32.46	0
1000	25	0.01	8	36.58	0
1000	25	0.01	10	38.8	0
1000	25	0.01	15	39.4	0
1000	25	0.01	20	38.37	0
1000	25	0.02	4	26.43	0
1000	25	0.02	6	31.79	0
1000	25	0.02	8	32.99	0
1000	25	0.02	10	33.17	0
1000	25	0.02	15	34.19	0
1000	25	0.02	20	33.39	0
1000	25	0.03	4	26.91	0
1000	25	0.03	6	29.63	0
1000	25	0.03	8	30.46	0
1000	25	0.03	10	30.16	0
1000	25	0.03	15	30.79	0
1000	25	0.03	20	30.16	0
1000	25	0.04	4	27.05	0
1000	25	0.04	6	27.93	0
1000	25	0.04	8	27.88	0
1000	25	0.04	10	27.81	0
1000	25	0.04	15	28.41	0
1000	25	0.04	20	28.47	0
1000	25	0.05	4	26.85	0
1000	25	0.05	6	26.72	0
1000	25	0.05	8	27.27	0
1000	25	0.05	10	27.16	0
1000	25	0.05	15	27.19	0
1000	25	0.05	20	27.11	0
1000	25	0.06	4	23.88	0
1000	25	0.06	6	24.69	0
1000	25	0.06	8	24.26	0
1000	25	0.06	10	24.67	0
1000	25	0.06	15	24.29	0
1000	25	0.06	20	24.76	0
1000	25	0.07	4	23.28	0
1000	25	0.07	6	22.84	0
1000	25	0.07	8	23.4	0
1000	25	0.07	10	23.03	0
1000	25	0.07	15	23.65	0
1000	25	0.07	20	22.75	0
1000	25	0.08	4	23.11	0
1000	25	0.08	6	22.65	0
1000	25	0.08	8	22.73	0
1000	25	0.08	10	22.51	0
1000	25	0.08	15	23.22	0
1000	25	0.08	20	23.13	0
1000	25	0.09	4	21.04	0
1000	25	0.09	6	22.23	0
1000	25	0.09	8	22.33	0
1000	25	0.09	10	21.68	0
1000	25	0.09	15	22.84	0
1000	25	0.09	20	21.82	0
1000	25	0.1	4	19.92	0
1000	25	0.1	6	20.17	0
1000	25	0.1	8	19.7	0
1000	25	0.1	10	20.16	0
1000	25	0.1	15	19.54	0
1000	25	0.1	20	19.78	0
1000	25	0.15	4	17.11	0
1000	25	0.15	6	17.65	0
1000	25	0.15	8	17.07	0
1000	25	0.15	10	16.87	0
1000	25	0.15	15	16.89	0
1000	25	0.15	20	17.8	0
1000	50	-1	4	28.39	9875333
1000	50	-1	6	39.5	10330000
1000	50	-1	8	49.99	9368667
1000	50	-1	10	59.18	8701333
1000	50	-1	15	73.81	8241333
1000	50	-1	20	80.32	8152667
1000	50	0	4	27.25	0
1000	50	0	6	38.35	0
1000	50	0	8	49.01	0
1000	50	0	10	57.99	0
1000	50	0	15	72.36	0
1000	50	0	20	77.34	0
1000	50	0.01	4	25.87	0
1000	50	0.01	6	32.38	0
1000	50	0.01	8	35.58	0
1000	50	0.01	10	35.97	0
1000	50	0.01	15	36.52	0
1000	50	0.01	20	37.55	0
1000	50	0.02	4	26.32	0
1000	50	0.02	6	31.37	0
1000	50	0.02	8	32.01	0
1000	50	0.02	10	32.13	0
1000	50	0.02	15	32.39	0
1000	50	0.02	20	32.31	0
1000	50	0.03	4	26.08	0
1000	50	0.03	6	29.09	0
1000	50	0.03	8	30.07	0
1000	50	0.03	10	29.41	0
1000	50	0.03	15	29	0
1000	50	0.03	20	29.83	0
1000	50	0.04	4	25.92	0
1000	50	0.04	6	26.93	0
1000	50	0.04	8	27.8	0
1000	50	0.04	10	27.72	0
1000	50	0.04	15	28.06	0
1000	50	0.04	20	27.74	0
1000	50	0.05	4	25.93	0
1000	50	0.05	6	26.64	0
1000	50	0.05	8	26.33	0
1000	50	0.05	10	26.92	0
1000	50	0.05	15	26.46	0
1000	50	0.05	20	27.05	0
1000	50	0.06	4	24.08	0
1000	50	0.06	6	24.38	0
1000	50	0.06	8	23.7	0
1000	50	0.06	10	24.43	0
1000	50	0.06	15	24.94	0
1000	50	0.06	20	25.76	0
1000	50	0.07	4	22.61	0
1000	50	0.07	6	22.4	0
1000	50	0.07	8	23.29	0
1000	50	0.07	10	22.95	0
1000	50	0.07	15	22.57	0
1000	50	0.07	20	22.84	0
1000	50	0.08	4	21.67	0
1000	50	0.08	6	22.01	0
1000	50	0.08	8	22.72	0
1000	50	0.08	10	22.32	0
1000	50	0.08	15	22.92	0
1000	50	0.08	20	22	0
1000	50	0.09	4	20.84	0
1000	50	0.09	6	21.21	0
1000	50	0.09	8	21.49	0
1000	50	0.09	10	21.35	0
1000	50	0.09	15	21.3	0
1000	50	0.09	20	21.24	0
1000	50	0.1	4	19.72	0
1000	50	0.1	6	19.16	0
1000	50	0.1	8	19.52	0
1000	50	0.1	10	19.35	0
1000	50	0.1	15	19.77	0
1000	50	0.1	20	19.37	0
1000	50	0.15	4	16.67	0
1000	50	0.15	6	17.24	0
1000	50	0.15	8	16.91	0
1000	50	0.15	10	16.54	0
1000	50	0.15	15	17.02	0
1000	50	0.15	20	16.53	0
1000	125	-1	4	27.44	10118000
1000	125	-1	6	39.07	9936000
1000	125	-1	8	48.94	9124000
1000	125	-1	10	57.99	9039333
1000	125	-1	15	73.23	8992667
1000	125	-1	20	70.14	8992667
1000	125	0	4	27.42	0
1000	125	0	6	38.17	0
1000	125	0	8	48.46	0
1000	125	0	10	56.99	0
1000	125	0	15	66.81	0
1000	125	0	20	68.12	0
1000	125	0.01	4	26.38	0
1000	125	0.01	6	32.66	0
1000	125	0.01	8	34.81	0
1000	125	0.01	10	35.37	0
1000	125	0.01	15	35.87	0
1000	125	0.01	20	35.84	0
1000	125	0.02	4	26.6	0
1000	125	0.02	6	31.39	0
1000	125	0.02	8	32.12	0
1000	125	0.02	10	33.13	0
1000	125	0.02	15	32.53	0
1000	125	0.02	20	32.07	0
1000	125	0.03	4	26.88	0
1000	125	0.03	6	29.3	0
1000	125	0.03	8	29.22	0
1000	125	0.03	10	30.2	0
1000	125	0.03	15	29.99	0
1000	125	0.03	20	29.4	0
1000	125	0.04	4	27	0
1000	125	0.04	6	27.89	0
1000	125	0.04	8	28.04	0
1000	125	0.04	10	27.89	0
1000	125	0.04	15	28.26	0
1000	125	0.04	20	27.46	0
1000	125	0.05	4	26.52	0
1000	125	0.05	6	26.65	0
1000	125	0.05	8	26.48	0
1000	125	0.05	10	27.06	0
1000	125	0.05	15	26.81	0
1000	125	0.05	20	27.18	0
1000	125	0.06	4	24.28	0
1000	125	0.06	6	24.8	0
1000	125	0.06	8	24.59	0
1000	125	0.06	10	24.56	0
1000	125	0.06	15	24.49	0
1000	125	0.06	20	24.7	0
1000	125	0.07	4	22.79	0
1000	125	0.07	6	23.41	0
1000	125	0.07	8	22.66	0
1000	125	0.07	10	22.84	0
1000	125	0.07	15	23.25	0
1000	125	0.07	20	22.56	0
1000	125	0.08	4	22.15	0
1000	125	0.08	6	23.26	0
1000	125	0.08	8	23.02	0
1000	125	0.08	10	22.2	0
1000	125	0.08	15	23.42	0
1000	125	0.08	20	22.7	0
1000	125	0.09	4	21.69	0
1000	125	0.09	6	21.78	0
1000	125	0.09	8	21.5	0
1000	125	0.09	10	22.13	0
1000	125	0.09	15	21.96	0
1000	125	0.09	20	22.2	0
1000	125	0.1	4	19.3	0
1000	125	0.1	6	19.61	0
1000	125	0.1	8	19.62	0
1000	125	0.1	10	20.4	0
1000	125	0.1	15	20.19	0
1000	125	0.1	20	19.82	0
1000	125	0.15	4	17.5	0
1000	125	0.15	6	17.29	0
1000	125	0.15	8	16.96	0
1000	125	0.15	10	17.7	0
1000	125	0.15	15	17.05	0
1000	125	0.15	20	17.18	0
1000	250	-1	4	27.41	9899333
1000	250	-1	6	39.2	10286000
1000	250	-1	8	48.87	10187333
1000	250	-1	10	55.91	10044000
1000	250	-1	15	64.85	9979333
1000	250	-1	20	64.94	9979333
1000	250	0	4	27.77	0
1000	250	0	6	37.8	0
1000	250	0	8	48.67	0
1000	250	0	10	55.22	0
1000	250	0	15	62.09	0
1000	250	0	20	63.84	0
1000	250	0.01	4	26.7	0
1000	250	0.01	6	32.2	0
1000	250	0.01	8	35.52	0
1000	250	0.01	10	35.26	0
1000	250	0.01	15	34.99	0
1000	250	0.01	20	34.54	0
1000	250	0.02	4	26.32	0
1000	250	0.02	6	31.43	0
1000	250	0.02	8	32.28	0
1000	250	0.02	10	32.06	0
1000	250	0.02	15	31.88	0
1000	250	0.02	20	31.98	0
1000	250	0.03	4	26.94	0
1000	250	0.03	6	28.9	0
1000	250	0.03	8	30.02	0
1000	250	0.03	10	30.27	0
1000	250	0.03	15	29.88	0
1000	250	0.03	20	30.06	0
1000	250	0.04	4	26.57	0
1000	250	0.04	6	27.37	0
1000	250	0.04	8	27.99	0
1000	250	0.04	10	27.95	0
1000	250	0.04	15	27.54	0
1000	250	0.04	20	28.21	0
1000	250	0.05	4	26.42	0
1000	250	0.05	6	26.81	0
1000	250	0.05	8	27.02	0
1000	250	0.05	10	26.45	0
1000	250	0.05	15	27.1	0
1000	250	0.05	20	26.81	0
1000	250	0.06	4	23.62	0
1000	250	0.06	6	24.71	0
1000	250	0.06	8	24.64	0
1000	250	0.06	10	24.54	0
1000	250	0.06	15	24.64	0
1000	250	0.06	20	24.31	0
1000	250	0.07	4	23.01	0
1000	250	0.07	6	22.69	0
1000	250	0.07	8	22.65	0
1000	250	0.07	10	23.48	0
1000	250	0.07	15	22.73	0
1000	250	0.07	20	23.06	0
1000	250	0.08	4	22.56	0
1000	250	0.08	6	22.05	0
1000	250	0.08	8	22.43	0
1000	250	0.08	10	22.29	0
1000	250	0.08	15	23.06	0
1000	250	0.08	20	23.05	0
1000	250	0.09	4	21.16	0
1000	250	0.09	6	22.1	0
1000	250	0.09	8	21.31	0
1000	250	0.09	10	22.18	0
1000	250	0.09	15	21.76	0
1000	250	0.09	20	21.37	0
1000	250	0.1	4	19.85	0
1000	250	0.1	6	19.85	0
1000	250	0.1	8	19.62	0
1000	250	0.1	10	19.5	0
1000	250	0.1	15	20.05	0
1000	250	0.1	20	19.68	0
1000	250	0.15	4	17.03	0
1000	250	0.15	6	17.17	0
1000	250	0.15	8	17.03	0
1000	250	0.15	10	17.68	0
1000	250	0.15	15	17.22	0
1000	250	0.15	20	17.53	0
1000	500	-1	4	27.92	9999333
1000	500	-1	6	38.99	10024667
1000	500	-1	8	47.71	10002000
1000	500	-1	10	54.2	9937333
1000	500	-1	15	58.42	9937333
1000	500	-1	20	57.84	9937333
1000	500	0	4	27.23	0
1000	500	0	6	38.5	0
1000	500	0	8	47.32	0
1000	500	0	10	52.6	0
1000	500	0	15	55.93	0
1000	500	0	20	55.48	0
1000	500	0.01	4	26.15	0
1000	500	0.01	6	31.76	0
1000	500	0.01	8	34.33	0
1000	500	0.01	10	34.85	0
1000	500	0.01	15	34.61	0
1000	500	0.01	20	34.26	0
1000	500	0.02	4	26.11	0
1000	500	0.02	6	31.84	0
1000	500	0.02	8	31.96	0
1000	500	0.02	10	30.92	0
1000	500	0.02	15	31.83	0
1000	500	0.02	20	31.46	0
1000	500	0.03	4	26.83	0
1000	500	0.03	6	29.72	0
1000	500	0.03	8	29.19	0
1000	500	0.03	10	29.79	0
1000	500	0.03	15	29.97	0
1000	500	0.03	20	29.38	0
1000	500	0.04	4	26.1	0
1000	500	0.04	6	27.66	0
1000	500	0.04	8	27.01	0
1000	500	0.04	10	27.68	0
1000	500	0.04	15	27.6	0
1000	500	0.04	20	27.38	0
1000	500	0.05	4	26.64	0
1000	500	0.05	6	27.78	0
1000	500	0.05	8	29.26	0
1000	500	0.05	10	27.66	0
1000	500	0.05	15	28.92	0
1000	500	0.05	20	28.32	0
1000	500	0.06	4	25.06	0
1000	500	0.06	6	25.77	0
1000	500	0.06	8	25.88	0
1000	500	0.06	10	26.35	0
1000	500	0.06	15	26.96	0
1000	500	0.06	20	24.69	0
1000	500	0.07	4	23.99	0
1000	500	0.07	6	23.71	0
1000	500	0.07	8	23.7	0
1000	500	0.07	10	24.06	0
1000	500	0.07	15	23.14	0
1000	500	0.07	20	23.77	0
1000	500	0.08	4	22.72	0
1000	500	0.08	6	23.6	0
1000	500	0.08	8	23.17	0
1000	500	0.08	10	23.12	0
1000	500	0.08	15	24.65	0
1000	500	0.08	20	23.5	0
1000	500	0.09	4	22.1	0
1000	500	0.09	6	22.89	0
1000	500	0.09	8	22.37	0
1000	500	0.09	10	22.59	0
1000	500	0.09	15	21.96	0
1000	500	0.09	20	22.7	0
1000	500	0.1	4	19.9	0
1000	500	0.1	6	20.08	0
1000	500	0.1	8	20.75	0
1000	500	0.1	10	20.24	0
1000	500	0.1	15	20.89	0
1000	500	0.1	20	20.61	0
1000	500	0.15	4	17.62	0
1000	500	0.15	6	17.87	0
1000	500	0.15	8	18.03	0
1000	500	0.15	10	17.89	0
1000	500	0.15	15	17.27	0
1000	500	0.15	20	18.04	0
